GL Class,GL Account,Budget,Actuals,Encumbrances,Remaining,% Received/ Spent
Expense,11-00-02-67-62004-55640,"$38,105.00 ",$0.00 ,$0.00 ,"$38,105.00 ",0%
Expense,11-01-01-00-62004-55645,"$34,955.00 ",$0.00 ,$0.00 ,"$34,955.00 ",0%
Expense,11-01-01-00-00000-55880,"$34,955.00 ","$1,115,746.50 ",$0.00 ,"($1,080,791.50)",3192%
Expense,11-01-01-00-00000-55881,"$34,955.00 ",$0.00 ,$0.00 ,"$34,955.00 ",0%
Expense,11-01-01-00-00000-55885,"$34,955.00 ",$0.00 ,$0.00 ,"$34,955.00 ",0%
Expense,11-00-02-67-62004-55889,"$35,612.00 ",$0.00 ,$0.00 ,"$35,612.00 ",0%
Expense,11-01-01-00-00000-55889,"$5,316.00 ",$0.00 ,$0.00 ,"$5,316.00 ",0%
Expense,11-01-01-00-62004-55889,"$35,612.00 ",$0.00 ,$0.00 ,"$35,612.00 ",0%
Expense,11-01-01-00-00000-55899,"$5,316.00 ",$0.00 ,$0.00 ,"$5,316.00 ",0%
Expense,11-00-02-67-62004-56043,"$54,651.00 ",$0.00 ,$0.00 ,"$54,651.00 ",0%
Expense,11-01-01-00-62004-56043,"$54,651.00 ",$0.00 ,$0.00 ,"$54,651.00 ",0%
Expense,11-00-02-67-62004-56400,"$38,239.00 ",$0.00 ,$0.00 ,"$38,239.00 ",0%
Expense,11-01-01-00-62004-56400,"$38,239.00 ",$0.00 ,$0.00 ,"$38,239.00 ",0%
Expense,11-00-02-67-62004-56401,"$44,804.00 ",$0.00 ,$0.00 ,"$44,804.00 ",0%
Expense,11-01-01-00-62004-56401,"$44,804.00 ",$0.00 ,$0.00 ,"$44,804.00 ",0%
Expense,11-00-02-67-62004-56402,"$36,926.00 ",$0.00 ,$0.00 ,"$36,926.00 ",0%
Expense,11-01-01-00-62004-56402,"$36,926.00 ",$0.00 ,$0.00 ,"$36,926.00 ",0%
Expense,11-01-01-00-00000-57800,$0.00 ,"$24,000.00 ",$0.00 ,"($24,000.00)",101%
Expense,11-01-01-00-00000-57801,$0.00 ,"$3,600.00 ",$0.00 ,"($3,600.00)",101%
Expense,11-01-01-00-00000-57837,"$29,365.00 ",$0.00 ,$0.00 ,"$29,365.00 ",0%
